duration,pdays,emp.var.rate,euribor3m,nr.employed,y_n
137.0,999.0,1.1,4.856,5191.0,0.0
111.0,999.0,1.1,4.855,5191.0,0.0
199.0,999.0,-1.8,1.281,5099.1,0.0
223.0,999.0,1.1,4.857,5191.0,0.0
218.0,999.0,-1.8,1.405,5099.1,0.0
113.0,999.0,1.4,4.865,5228.1,0.0
259.0,999.0,-1.8,1.281,5099.1,0.0
643.0,999.0,1.1,4.857,5191.0,0.0
74.0,999.0,1.4,4.959,5228.1,0.0
165.0,999.0,1.1,4.857,5191.0,0.0
227.0,999.0,1.1,4.856,5191.0,0.0
66.0,999.0,1.4,4.96,5228.1,0.0
359.0,999.0,1.4,4.967,5228.1,0.0
374.0,999.0,1.1,4.857,5191.0,0.0
89.0,999.0,-0.1,4.021,5195.8,0.0
212.0,999.0,1.1,4.857,5191.0,0.0
486.0,999.0,-0.1,4.153,5195.8,1.0
146.0,999.0,1.1,4.857,5191.0,0.0
350.0,999.0,1.1,4.857,5191.0,0.0
100.0,999.0,1.4,4.967,5228.1,0.0
87.0,999.0,1.4,4.968,5228.1,0.0
105.0,999.0,-3.4,0.741,5017.5,0.0
134.0,999.0,-1.7,0.742,4991.6,0.0
576.0,999.0,1.1,4.857,5191.0,1.0
145.0,999.0,-1.8,1.313,5099.1,0.0
321.0,999.0,1.4,4.966,5228.1,0.0
166.0,999.0,1.1,4.857,5191.0,0.0
203.0,999.0,1.4,4.963,5228.1,0.0
88.0,999.0,-0.1,4.191,5195.8,0.0
16.0,999.0,1.4,4.962,5228.1,0.0
17.0,999.0,1.4,4.866,5228.1,0.0
227.0,999.0,1.1,4.859,5191.0,0.0
464.0,999.0,-1.7,0.822,4991.6,1.0
3.0,999.0,1.1,4.857,5191.0,0.0
611.0,999.0,-1.8,1.334,5099.1,1.0
128.0,999.0,-1.8,1.266,5099.1,0.0
157.0,999.0,-0.1,4.936,5195.8,1.0
157.0,999.0,1.4,4.959,5228.1,0.0
470.0,999.0,1.4,4.962,5228.1,0.0
289.0,999.0,-0.1,4.021,5195.8,0.0
530.0,999.0,-0.1,4.153,5195.8,0.0
146.0,999.0,-2.9,0.834,5076.2,0.0
905.0,999.0,1.4,4.957,5228.1,0.0
311.0,999.0,1.4,4.97,5228.1,0.0
290.0,999.0,1.4,4.962,5228.1,0.0
201.0,999.0,1.4,4.962,5228.1,0.0
174.0,999.0,1.4,4.958,5228.1,0.0
59.0,999.0,-0.1,4.076,5195.8,0.0
175.0,999.0,1.4,4.962,5228.1,0.0
94.0,999.0,-1.8,1.299,5099.1,0.0
168.0,999.0,-1.8,1.327,5099.1,0.0
65.0,999.0,-1.8,1.405,5099.1,0.0
150.0,999.0,1.4,4.968,5228.1,0.0
386.0,999.0,-0.1,4.076,5195.8,0.0
98.0,999.0,-1.8,1.445,5099.1,0.0
292.0,999.0,1.4,4.963,5228.1,0.0
136.0,999.0,-0.1,4.12,5195.8,0.0
177.0,999.0,-1.8,1.415,5099.1,0.0
175.0,999.0,-0.1,4.021,5195.8,0.0
79.0,999.0,-1.8,1.244,5099.1,0.0
35.0,999.0,1.4,4.959,5228.1,0.0
149.0,999.0,-1.8,1.334,5099.1,0.0
130.0,999.0,-1.8,1.281,5099.1,0.0
436.0,999.0,-1.8,1.266,5099.1,0.0
234.0,999.0,-1.8,1.344,5099.1,0.0
114.0,999.0,-1.1,0.982,4963.6,0.0
400.0,999.0,1.4,4.962,5228.1,0.0
128.0,999.0,1.4,4.961,5228.1,0.0
325.0,999.0,-1.8,1.281,5099.1,0.0
164.0,999.0,-1.8,1.266,5099.1,0.0
52.0,999.0,-1.8,1.313,5099.1,0.0
153.0,999.0,1.4,4.947,5228.1,0.0
255.0,999.0,1.4,4.962,5228.1,0.0
308.0,999.0,-1.8,1.405,5099.1,0.0
247.0,999.0,1.4,4.963,5228.1,0.0
136.0,999.0,1.4,4.967,5228.1,0.0
393.0,999.0,1.4,4.962,5228.1,0.0
152.0,999.0,-1.8,1.405,5099.1,0.0
612.0,999.0,1.4,4.961,5228.1,0.0
82.0,999.0,1.4,4.963,5228.1,0.0
26.0,999.0,1.4,4.959,5228.1,0.0
34.0,999.0,1.4,4.963,5228.1,0.0
109.0,999.0,1.1,4.857,5191.0,0.0
122.0,999.0,1.4,4.964,5228.1,0.0
432.0,999.0,-0.1,4.12,5195.8,0.0
112.0,999.0,1.4,4.96,5228.1,0.0
196.0,999.0,1.4,4.962,5228.1,0.0
146.0,999.0,1.4,4.968,5228.1,0.0
52.0,999.0,-1.8,1.291,5099.1,0.0
160.0,999.0,-2.9,1.26,5076.2,1.0
88.0,999.0,-1.8,1.313,5099.1,0.0
145.0,3.0,-1.7,0.904,4991.6,0.0
55.0,999.0,-1.8,1.313,5099.1,0.0
505.0,999.0,-0.1,4.076,5195.8,0.0
263.0,999.0,-1.8,1.313,5099.1,0.0
74.0,999.0,-0.1,4.191,5195.8,0.0
127.0,999.0,1.1,4.86,5191.0,0.0
274.0,999.0,-0.1,4.12,5195.8,0.0
74.0,999.0,1.1,4.855,5191.0,0.0
672.0,999.0,-1.8,1.299,5099.1,1.0
173.0,999.0,1.4,4.965,5228.1,0.0
494.0,999.0,-1.8,1.344,5099.1,1.0
54.0,999.0,1.4,4.963,5228.1,0.0
60.0,999.0,-0.1,4.076,5195.8,0.0
191.0,999.0,-0.1,4.191,5195.8,0.0
259.0,999.0,1.1,4.857,5191.0,0.0
174.0,999.0,1.4,4.865,5228.1,0.0
205.0,999.0,-1.8,1.266,5099.1,0.0
650.0,999.0,1.1,4.856,5191.0,0.0
122.0,999.0,1.4,4.961,5228.1,0.0
142.0,999.0,-0.1,4.076,5195.8,0.0
286.0,999.0,1.1,4.86,5191.0,0.0
193.0,5.0,-1.8,0.634,5008.7,1.0
240.0,999.0,1.1,4.857,5191.0,0.0
436.0,999.0,-1.8,1.405,5099.1,0.0
158.0,999.0,1.4,4.962,5228.1,0.0
408.0,999.0,1.1,4.864,5191.0,0.0
93.0,999.0,1.4,4.967,5228.1,0.0
15.0,999.0,1.4,4.959,5228.1,0.0
73.0,999.0,-1.8,1.405,5099.1,0.0
85.0,999.0,1.4,4.961,5228.1,0.0
424.0,999.0,1.1,4.857,5191.0,0.0
168.0,999.0,-1.8,1.281,5099.1,0.0
99.0,999.0,-2.9,0.908,5076.2,1.0
193.0,999.0,-1.8,1.365,5099.1,0.0
292.0,999.0,1.4,4.962,5228.1,0.0
149.0,999.0,1.4,4.963,5228.1,0.0
93.0,999.0,1.1,4.855,5191.0,0.0
465.0,999.0,-2.9,0.937,5076.2,0.0
181.0,999.0,1.1,4.857,5191.0,0.0
310.0,999.0,-2.9,1.262,5076.2,0.0
207.0,6.0,-3.4,0.724,5017.5,1.0
247.0,999.0,1.1,4.857,5191.0,0.0
29.0,999.0,-1.8,1.266,5099.1,0.0
232.0,999.0,1.1,4.856,5191.0,0.0
150.0,999.0,-0.1,4.191,5195.8,0.0
424.0,999.0,-0.1,4.12,5195.8,1.0
88.0,999.0,-1.8,0.635,5008.7,0.0
541.0,999.0,-0.1,4.076,5195.8,0.0
252.0,999.0,-2.9,1.281,5076.2,0.0
200.0,999.0,1.4,4.964,5228.1,0.0
444.0,999.0,1.4,4.963,5228.1,0.0
133.0,999.0,-0.1,4.076,5195.8,0.0
86.0,999.0,1.4,4.963,5228.1,0.0
203.0,999.0,1.1,4.859,5191.0,0.0
105.0,999.0,1.4,4.96,5228.1,0.0
331.0,999.0,1.4,4.965,5228.1,0.0
1012.0,999.0,1.4,4.961,5228.1,1.0
97.0,999.0,-1.8,1.281,5099.1,0.0
208.0,999.0,1.4,4.964,5228.1,0.0
264.0,999.0,-1.8,1.415,5099.1,1.0
224.0,999.0,1.4,4.961,5228.1,0.0
84.0,999.0,1.4,4.957,5228.1,0.0
102.0,999.0,1.4,4.963,5228.1,0.0
166.0,999.0,1.1,4.855,5191.0,0.0
208.0,2.0,-1.8,1.365,5099.1,1.0
151.0,999.0,-1.8,1.334,5099.1,0.0
182.0,999.0,1.4,4.967,5228.1,0.0
124.0,999.0,-1.8,0.652,5008.7,1.0
174.0,999.0,-3.4,0.722,5017.5,0.0
201.0,999.0,-1.8,1.41,5099.1,0.0
55.0,999.0,1.4,4.962,5228.1,0.0
239.0,999.0,-1.8,1.299,5099.1,0.0
29.0,999.0,1.4,4.955,5228.1,0.0
531.0,999.0,-1.8,1.327,5099.1,0.0
1021.0,999.0,1.4,4.96,5228.1,0.0
357.0,999.0,1.4,4.864,5228.1,0.0
351.0,999.0,1.4,4.957,5228.1,0.0
93.0,999.0,1.4,4.961,5228.1,0.0
266.0,999.0,-0.1,4.021,5195.8,0.0
375.0,999.0,1.4,4.958,5228.1,0.0
411.0,999.0,1.1,4.857,5191.0,0.0
400.0,999.0,-1.8,1.405,5099.1,0.0
143.0,999.0,-1.8,1.313,5099.1,0.0
184.0,999.0,1.4,4.964,5228.1,0.0
410.0,999.0,1.1,4.86,5191.0,0.0
123.0,999.0,1.1,4.856,5191.0,0.0
1203.0,999.0,-1.8,1.291,5099.1,1.0
578.0,999.0,-2.9,0.854,5076.2,0.0
157.0,999.0,1.4,4.959,5228.1,0.0
361.0,999.0,1.1,4.856,5191.0,0.0
109.0,999.0,1.4,4.968,5228.1,0.0
179.0,999.0,-1.8,1.445,5099.1,0.0
604.0,999.0,1.4,4.962,5228.1,0.0
794.0,999.0,1.4,4.968,5228.1,1.0
172.0,999.0,1.4,4.966,5228.1,0.0
181.0,999.0,1.4,4.968,5228.1,0.0
75.0,999.0,-0.1,4.153,5195.8,0.0
400.0,5.0,-1.1,1.032,4963.6,1.0
66.0,999.0,1.4,4.963,5228.1,0.0
155.0,999.0,1.4,4.966,5228.1,0.0
108.0,999.0,1.4,4.961,5228.1,0.0
107.0,999.0,-1.8,1.405,5099.1,0.0
143.0,999.0,-1.8,1.405,5099.1,0.0
309.0,999.0,1.4,4.958,5228.1,0.0
124.0,999.0,1.4,4.865,5228.1,0.0
107.0,999.0,1.4,4.963,5228.1,0.0
160.0,999.0,1.4,4.968,5228.1,0.0
87.0,999.0,-1.8,1.281,5099.1,0.0
265.0,999.0,-1.8,0.652,5008.7,0.0
345.0,999.0,1.4,4.963,5228.1,0.0
8.0,999.0,1.4,4.959,5228.1,0.0
129.0,999.0,1.4,4.962,5228.1,0.0
68.0,999.0,1.4,4.964,5228.1,0.0
127.0,999.0,1.1,4.856,5191.0,0.0
54.0,999.0,1.4,4.961,5228.1,0.0
294.0,999.0,-1.8,0.646,5008.7,0.0
97.0,999.0,1.4,4.962,5228.1,0.0
272.0,999.0,1.4,4.866,5228.1,0.0
282.0,999.0,1.4,4.97,5228.1,0.0
307.0,999.0,1.4,4.963,5228.1,0.0
453.0,999.0,-1.8,1.41,5099.1,0.0
697.0,999.0,1.4,4.962,5228.1,0.0
87.0,999.0,1.4,4.96,5228.1,0.0
196.0,999.0,1.4,4.961,5228.1,0.0
143.0,999.0,1.4,4.967,5228.1,0.0
216.0,999.0,1.1,4.856,5191.0,0.0
173.0,999.0,1.4,4.964,5228.1,0.0
114.0,999.0,-1.8,1.52,5099.1,0.0
275.0,999.0,1.4,4.965,5228.1,0.0
66.0,999.0,-0.1,4.153,5195.8,0.0
102.0,999.0,1.4,4.964,5228.1,0.0
105.0,999.0,1.4,4.963,5228.1,0.0
1032.0,999.0,1.1,4.856,5191.0,0.0
196.0,9.0,-1.7,0.885,4991.6,1.0
44.0,999.0,-0.1,4.153,5195.8,0.0
586.0,999.0,-0.1,4.153,5195.8,0.0
286.0,999.0,1.4,4.962,5228.1,0.0
955.0,999.0,-1.7,0.767,4991.6,1.0
832.0,999.0,1.1,4.857,5191.0,0.0
1855.0,999.0,-0.1,4.076,5195.8,0.0
62.0,999.0,-3.4,0.72,5017.5,0.0
157.0,999.0,1.4,4.97,5228.1,0.0
633.0,999.0,-1.8,1.266,5099.1,1.0
73.0,999.0,1.4,4.963,5228.1,0.0
121.0,999.0,1.1,4.856,5191.0,0.0
338.0,999.0,-1.8,1.299,5099.1,0.0
229.0,6.0,-1.8,0.644,5008.7,1.0
302.0,999.0,-1.8,1.291,5099.1,0.0
906.0,999.0,1.4,4.963,5228.1,0.0
23.0,999.0,1.4,4.962,5228.1,0.0
51.0,999.0,1.4,4.962,5228.1,0.0
100.0,999.0,1.4,4.968,5228.1,0.0
279.0,999.0,1.4,4.96,5228.1,0.0
54.0,999.0,-1.8,1.354,5099.1,0.0
946.0,999.0,1.4,4.962,5228.1,1.0
175.0,999.0,1.4,4.961,5228.1,0.0
785.0,999.0,1.1,4.857,5191.0,1.0
149.0,999.0,1.1,4.858,5191.0,0.0
270.0,999.0,-0.1,5.045,5195.8,1.0
256.0,999.0,1.4,4.962,5228.1,0.0
87.0,999.0,1.4,4.865,5228.1,0.0
73.0,999.0,-0.1,5.0,5195.8,0.0
157.0,999.0,-1.8,1.25,5099.1,0.0
62.0,999.0,1.4,4.961,5228.1,0.0
67.0,999.0,-1.8,1.281,5099.1,0.0
221.0,999.0,1.4,4.865,5228.1,0.0
151.0,999.0,1.4,4.963,5228.1,0.0
322.0,999.0,1.1,4.857,5191.0,0.0
94.0,999.0,-3.4,0.73,5017.5,0.0
8.0,999.0,1.4,4.968,5228.1,0.0
127.0,999.0,1.4,4.966,5228.1,0.0
149.0,999.0,1.1,4.857,5191.0,0.0
134.0,999.0,1.4,4.962,5228.1,0.0
195.0,999.0,1.4,4.963,5228.1,0.0
304.0,999.0,-1.8,1.327,5099.1,0.0
188.0,999.0,1.4,4.962,5228.1,0.0
92.0,999.0,1.1,4.856,5191.0,0.0
162.0,999.0,1.1,4.858,5191.0,0.0
408.0,999.0,-1.8,1.405,5099.1,0.0
68.0,999.0,-0.1,4.191,5195.8,0.0
592.0,999.0,-1.8,1.327,5099.1,0.0
385.0,999.0,1.4,4.962,5228.1,0.0
277.0,999.0,1.1,4.855,5191.0,0.0
163.0,999.0,1.4,4.965,5228.1,0.0
76.0,999.0,1.4,4.959,5228.1,0.0
692.0,999.0,-3.4,0.741,5017.5,1.0
127.0,999.0,1.4,4.967,5228.1,0.0
381.0,999.0,-1.8,1.365,5099.1,1.0
251.0,999.0,1.4,4.964,5228.1,0.0
80.0,999.0,1.4,4.962,5228.1,0.0
160.0,999.0,-0.1,4.076,5195.8,0.0
233.0,999.0,1.1,4.86,5191.0,0.0
139.0,999.0,-2.9,0.821,5076.2,0.0
251.0,999.0,1.4,4.957,5228.1,0.0
231.0,999.0,-1.8,1.299,5099.1,0.0
527.0,999.0,1.4,4.967,5228.1,0.0
65.0,999.0,1.4,4.968,5228.1,0.0
64.0,999.0,1.4,4.963,5228.1,0.0
658.0,999.0,1.4,4.865,5228.1,0.0
91.0,999.0,-1.8,1.405,5099.1,0.0
243.0,999.0,1.1,4.857,5191.0,0.0
198.0,999.0,1.1,4.86,5191.0,0.0
825.0,999.0,1.4,4.961,5228.1,0.0
126.0,999.0,1.4,4.963,5228.1,0.0
719.0,999.0,1.1,4.86,5191.0,0.0
669.0,999.0,-0.1,4.191,5195.8,0.0
194.0,999.0,1.4,4.864,5228.1,0.0
249.0,4.0,-2.9,0.879,5076.2,0.0
84.0,999.0,-1.8,1.25,5099.1,0.0
79.0,999.0,1.4,4.962,5228.1,0.0
318.0,999.0,1.4,4.957,5228.1,0.0
50.0,999.0,1.4,4.968,5228.1,0.0
232.0,999.0,-1.8,1.334,5099.1,0.0
470.0,999.0,-0.1,4.12,5195.8,0.0
168.0,999.0,1.4,4.963,5228.1,0.0
106.0,999.0,-1.8,1.435,5099.1,0.0
327.0,999.0,1.4,4.964,5228.1,0.0
160.0,999.0,-1.8,1.334,5099.1,0.0
574.0,999.0,1.1,4.857,5191.0,0.0
228.0,999.0,-0.1,4.021,5195.8,0.0
577.0,999.0,1.4,4.958,5228.1,1.0
105.0,3.0,-3.4,0.714,5017.5,1.0
148.0,999.0,1.4,4.959,5228.1,0.0
352.0,999.0,1.4,4.96,5228.1,0.0
203.0,999.0,-1.7,0.84,4991.6,0.0
321.0,999.0,1.4,4.961,5228.1,0.0
57.0,999.0,1.4,4.965,5228.1,0.0
127.0,999.0,-1.8,1.25,5099.1,0.0
455.0,999.0,-0.1,4.021,5195.8,0.0
140.0,999.0,1.1,4.86,5191.0,0.0
761.0,999.0,1.4,4.962,5228.1,0.0
10.0,999.0,1.1,4.857,5191.0,0.0
155.0,999.0,1.4,4.962,5228.1,0.0
40.0,999.0,-0.1,4.153,5195.8,0.0
344.0,999.0,1.4,4.961,5228.1,0.0
67.0,999.0,1.1,4.864,5191.0,0.0
46.0,999.0,1.1,4.857,5191.0,0.0
182.0,6.0,-1.7,0.9,4991.6,1.0
487.0,999.0,1.4,4.958,5228.1,0.0
208.0,999.0,-0.1,4.021,5195.8,0.0
20.0,999.0,1.1,4.858,5191.0,0.0
97.0,999.0,1.1,4.859,5191.0,0.0
322.0,9.0,-1.8,1.466,5099.1,0.0
390.0,999.0,1.1,4.857,5191.0,0.0
78.0,999.0,1.4,4.96,5228.1,0.0
94.0,999.0,1.4,4.968,5228.1,0.0
239.0,999.0,-0.1,4.076,5195.8,0.0
259.0,999.0,-1.8,1.244,5099.1,0.0
299.0,999.0,1.4,4.965,5228.1,0.0
614.0,999.0,-1.8,1.291,5099.1,1.0
40.0,999.0,-1.8,1.405,5099.1,0.0
78.0,999.0,1.4,4.962,5228.1,0.0
881.0,999.0,1.4,4.961,5228.1,0.0
559.0,999.0,-1.8,0.64,5008.7,1.0
767.0,999.0,1.4,4.957,5228.1,1.0
94.0,999.0,1.4,4.963,5228.1,0.0
233.0,999.0,1.4,4.961,5228.1,0.0
433.0,999.0,-1.8,1.266,5099.1,0.0
122.0,999.0,-1.8,1.327,5099.1,0.0
81.0,999.0,1.4,4.963,5228.1,0.0
198.0,999.0,-2.9,0.883,5076.2,0.0
635.0,999.0,-0.1,4.12,5195.8,0.0
151.0,999.0,1.4,4.965,5228.1,0.0
51.0,999.0,1.4,4.968,5228.1,0.0
489.0,999.0,1.1,4.855,5191.0,0.0
849.0,999.0,1.4,4.961,5228.1,1.0
770.0,999.0,1.4,4.958,5228.1,0.0
147.0,999.0,1.1,4.857,5191.0,0.0
327.0,999.0,1.1,4.857,5191.0,0.0
597.0,999.0,1.1,4.857,5191.0,0.0
62.0,999.0,1.4,4.961,5228.1,0.0
1045.0,999.0,1.1,4.856,5191.0,1.0
100.0,999.0,1.4,4.967,5228.1,0.0
121.0,999.0,1.4,4.963,5228.1,0.0
241.0,999.0,1.4,4.963,5228.1,0.0
192.0,999.0,1.4,4.962,5228.1,0.0
364.0,999.0,-0.1,4.076,5195.8,0.0
305.0,999.0,1.4,4.962,5228.1,0.0
489.0,999.0,1.4,4.96,5228.1,0.0
98.0,999.0,-1.8,1.453,5099.1,0.0
100.0,999.0,1.1,4.857,5191.0,0.0
342.0,999.0,1.4,4.957,5228.1,0.0
138.0,999.0,-2.9,0.884,5076.2,0.0
978.0,999.0,1.4,4.957,5228.1,1.0
317.0,6.0,-1.1,0.987,4963.6,0.0
1298.0,999.0,1.4,4.96,5228.1,0.0
215.0,999.0,-2.9,0.881,5076.2,1.0
246.0,999.0,1.1,4.859,5191.0,0.0
228.0,999.0,1.1,4.857,5191.0,0.0
172.0,999.0,-1.8,1.466,5099.1,0.0
333.0,999.0,-0.1,4.153,5195.8,0.0
164.0,999.0,-3.4,0.737,5017.5,0.0
361.0,999.0,1.4,4.961,5228.1,0.0
16.0,999.0,1.4,4.961,5228.1,0.0
100.0,999.0,1.4,4.962,5228.1,0.0
393.0,999.0,1.1,4.858,5191.0,0.0
175.0,999.0,-1.8,1.266,5099.1,0.0
39.0,999.0,1.4,4.959,5228.1,0.0
470.0,4.0,-1.7,0.9,4991.6,1.0
34.0,999.0,1.4,4.967,5228.1,0.0
51.0,999.0,-1.8,1.405,5099.1,0.0
325.0,999.0,-1.8,1.405,5099.1,0.0
147.0,999.0,1.4,4.967,5228.1,0.0
330.0,999.0,-1.8,1.299,5099.1,0.0
97.0,999.0,1.4,4.956,5228.1,0.0
126.0,999.0,1.1,4.864,5191.0,0.0
126.0,999.0,-1.8,1.405,5099.1,0.0
129.0,999.0,1.1,4.856,5191.0,0.0
141.0,999.0,-1.8,1.313,5099.1,0.0
28.0,999.0,-1.8,1.334,5099.1,0.0
254.0,999.0,1.4,4.961,5228.1,0.0
78.0,999.0,-0.1,4.076,5195.8,0.0
58.0,999.0,1.4,4.97,5228.1,0.0
111.0,999.0,1.4,4.957,5228.1,0.0
74.0,999.0,1.4,4.96,5228.1,0.0
127.0,999.0,1.4,4.963,5228.1,0.0
42.0,999.0,-1.8,1.299,5099.1,0.0
68.0,999.0,-0.1,4.076,5195.8,0.0
949.0,999.0,-1.8,1.354,5099.1,1.0
132.0,999.0,1.4,4.963,5228.1,0.0
215.0,999.0,-0.1,4.076,5195.8,0.0
766.0,999.0,1.1,4.856,5191.0,0.0
174.0,999.0,1.1,4.857,5191.0,0.0
76.0,999.0,1.1,4.857,5191.0,0.0
100.0,999.0,-1.8,1.479,5099.1,0.0
50.0,999.0,1.4,4.964,5228.1,0.0
78.0,999.0,1.4,4.967,5228.1,0.0
297.0,999.0,1.1,4.857,5191.0,0.0
282.0,999.0,-1.8,1.41,5099.1,0.0
392.0,999.0,1.1,4.857,5191.0,0.0
295.0,999.0,-2.9,1.266,5076.2,1.0
103.0,999.0,1.4,4.958,5228.1,0.0
199.0,999.0,1.4,4.963,5228.1,0.0
137.0,999.0,-0.1,4.153,5195.8,0.0
77.0,999.0,1.4,4.962,5228.1,0.0
530.0,3.0,-1.1,0.879,4963.6,1.0
140.0,999.0,1.1,4.857,5191.0,0.0
121.0,999.0,1.4,4.957,5228.1,0.0
250.0,999.0,1.1,4.858,5191.0,0.0
50.0,999.0,-1.8,1.259,5099.1,0.0
14.0,999.0,1.4,4.864,5228.1,0.0
10.0,999.0,-1.8,1.405,5099.1,0.0
232.0,999.0,1.4,4.96,5228.1,0.0
136.0,999.0,-1.8,1.313,5099.1,0.0
345.0,999.0,-1.8,1.291,5099.1,0.0
695.0,999.0,1.4,4.962,5228.1,1.0
739.0,999.0,-1.8,1.483,5099.1,1.0
353.0,999.0,1.4,4.96,5228.1,0.0
35.0,999.0,1.1,4.858,5191.0,0.0
107.0,999.0,1.1,4.857,5191.0,0.0
37.0,999.0,1.1,4.856,5191.0,0.0
218.0,999.0,1.4,4.964,5228.1,0.0
232.0,999.0,1.4,4.961,5228.1,0.0
78.0,999.0,1.4,4.864,5228.1,0.0
137.0,999.0,-1.8,1.405,5099.1,0.0
76.0,999.0,1.4,4.961,5228.1,0.0
347.0,999.0,1.1,4.86,5191.0,0.0
55.0,999.0,1.4,4.96,5228.1,0.0
178.0,999.0,1.4,4.957,5228.1,0.0
305.0,999.0,1.1,4.855,5191.0,0.0
194.0,999.0,1.4,4.962,5228.1,0.0
187.0,999.0,-1.8,1.281,5099.1,0.0
76.0,999.0,1.1,4.857,5191.0,0.0
115.0,999.0,1.4,4.957,5228.1,0.0
67.0,999.0,1.1,4.857,5191.0,0.0
72.0,999.0,-1.8,1.281,5099.1,0.0
55.0,999.0,1.1,4.857,5191.0,0.0
113.0,999.0,1.1,4.864,5191.0,0.0
433.0,999.0,-1.8,0.635,5008.7,1.0
6.0,999.0,-0.1,4.021,5195.8,0.0
250.0,999.0,1.4,4.947,5228.1,0.0
33.0,999.0,1.4,4.962,5228.1,0.0
232.0,999.0,1.1,4.857,5191.0,0.0
245.0,999.0,1.1,4.856,5191.0,0.0
251.0,999.0,1.1,4.86,5191.0,0.0
205.0,999.0,1.4,4.962,5228.1,0.0
203.0,999.0,1.4,4.959,5228.1,0.0
141.0,999.0,1.4,4.957,5228.1,0.0
271.0,999.0,-0.1,4.153,5195.8,0.0
248.0,999.0,1.4,4.962,5228.1,0.0
75.0,999.0,-1.8,1.372,5099.1,0.0
400.0,999.0,-1.8,1.405,5099.1,0.0
18.0,999.0,1.4,4.962,5228.1,0.0
112.0,999.0,-3.4,0.719,5017.5,0.0
268.0,999.0,-1.8,1.365,5099.1,0.0
568.0,999.0,1.1,4.857,5191.0,0.0
418.0,999.0,-2.9,1.262,5076.2,0.0
102.0,999.0,1.4,4.864,5228.1,0.0
472.0,999.0,1.1,4.857,5191.0,0.0
342.0,999.0,-1.8,1.244,5099.1,0.0
72.0,999.0,-0.1,4.12,5195.8,0.0
261.0,999.0,1.1,4.856,5191.0,0.0
98.0,999.0,1.1,4.859,5191.0,0.0
85.0,999.0,1.4,4.958,5228.1,0.0
182.0,999.0,-1.8,1.445,5099.1,0.0
228.0,999.0,1.4,4.963,5228.1,0.0
247.0,999.0,-1.8,1.299,5099.1,0.0
467.0,6.0,-3.4,0.735,5017.5,1.0
144.0,999.0,-1.8,1.313,5099.1,0.0
344.0,999.0,-1.8,1.423,5099.1,1.0
309.0,999.0,1.1,4.856,5191.0,0.0
652.0,999.0,-1.8,1.365,5099.1,1.0
88.0,999.0,1.4,4.962,5228.1,0.0
786.0,999.0,1.4,4.962,5228.1,0.0
87.0,999.0,-0.1,4.076,5195.8,0.0
98.0,999.0,-2.9,0.821,5076.2,0.0
273.0,999.0,-2.9,0.881,5076.2,1.0
96.0,999.0,1.4,4.962,5228.1,0.0
86.0,999.0,1.4,4.959,5228.1,0.0
154.0,999.0,1.4,4.966,5228.1,0.0
257.0,999.0,1.4,4.959,5228.1,0.0
20.0,999.0,-1.8,1.25,5099.1,0.0
295.0,999.0,1.1,4.86,5191.0,0.0
383.0,999.0,-1.8,1.354,5099.1,0.0
157.0,999.0,1.4,4.962,5228.1,0.0
134.0,999.0,1.4,4.962,5228.1,0.0
73.0,999.0,-0.1,4.191,5195.8,0.0
79.0,999.0,-1.8,1.41,5099.1,0.0
138.0,999.0,1.1,4.855,5191.0,0.0
364.0,999.0,1.1,4.86,5191.0,0.0
52.0,999.0,-0.1,4.191,5195.8,0.0
747.0,999.0,1.4,4.865,5228.1,1.0
26.0,999.0,-0.1,4.076,5195.8,0.0
65.0,999.0,1.4,4.961,5228.1,0.0
250.0,999.0,-2.9,0.854,5076.2,0.0
286.0,999.0,1.4,4.965,5228.1,0.0
71.0,999.0,-1.8,1.41,5099.1,0.0
299.0,999.0,-1.8,1.405,5099.1,0.0
66.0,999.0,1.4,4.865,5228.1,0.0
102.0,999.0,1.1,4.855,5191.0,0.0
722.0,999.0,1.4,4.96,5228.1,1.0
9.0,999.0,-1.8,1.405,5099.1,0.0
753.0,999.0,1.4,4.958,5228.1,1.0
59.0,999.0,1.1,4.855,5191.0,0.0
358.0,999.0,1.1,4.856,5191.0,0.0
173.0,999.0,-2.9,0.825,5076.2,1.0
72.0,6.0,-1.8,1.313,5099.1,0.0
194.0,999.0,-1.8,1.244,5099.1,0.0
114.0,999.0,1.1,4.857,5191.0,0.0
93.0,999.0,-2.9,1.262,5076.2,0.0
92.0,999.0,1.4,4.961,5228.1,0.0
124.0,999.0,1.4,4.967,5228.1,0.0
567.0,999.0,1.1,4.857,5191.0,0.0
480.0,999.0,-3.4,0.72,5017.5,1.0
156.0,999.0,1.4,4.963,5228.1,0.0
109.0,999.0,-2.9,0.861,5076.2,0.0
183.0,999.0,1.4,4.961,5228.1,0.0
237.0,999.0,-2.9,0.861,5076.2,0.0
309.0,999.0,-1.8,1.334,5099.1,0.0
117.0,999.0,1.1,4.856,5191.0,0.0
21.0,999.0,-0.1,4.021,5195.8,0.0
231.0,999.0,1.4,4.963,5228.1,0.0
168.0,999.0,1.4,4.958,5228.1,0.0
151.0,999.0,1.4,4.963,5228.1,0.0
154.0,999.0,-1.8,1.811,5099.1,1.0
74.0,999.0,-1.8,1.405,5099.1,0.0
40.0,999.0,-0.1,4.12,5195.8,0.0
255.0,999.0,-3.4,0.715,5017.5,1.0
